,Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1247,1247,Single,1,3,9238,Daytime,1,117,Portuguese,19,19,9,9,117,1,0,1,1,Female,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
1248,1248,Single,53,1,9670,Daytime,42,140,Portuguese,19,37,3,6,140,1,0,1,1,Female,0,21,0,0,6,12,1,12,0,0,6,11,1,11,0,8.9,1.4,3.51,Enrolled
1249,1249,Single,1,2,9853,Daytime,1,124,Portuguese,38,37,5,3,118.1,1,0,0,0,Female,0,18,0,0,6,11,3,13,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,Dropout
1250,1250,Single,1,1,9254,Daytime,1,158,Portuguese,19,39,4,8,153.5,1,0,0,1,FEMALE,0,20,0,0,6,7,6,14.83333333,0,0,6,6,6,16,0,11.1,0.6,2.02,Graduate
1251,1251,Single,43,1,9773,Daytime,1,137,Portuguese,38,37,9,5,127.9,1,0,0,1,FEMALE,0,20,0,0,6,6,6,11.83333333,0,0,6,7,6,12.85714286,0,15.5,,-4.06,Graduate
1252,1252,Single,17,3,9670,Daytime,1,123,Portuguese,38,38,7,8,118.8,1,1,0,1,Female,1,18,0,0,6,10,5,12,0,0,6,11,5,12.33333333,0,11.1,0.6,2.02,Graduate
1253,1253,Single,1,1,9238,Daytime,1,126,Portuguese,38,38,7,8,126.7,1,0,0,1,female,0,19,0,0,6,11,4,12.75,0,0,6,7,6,11.33333333,0,7.6,2.6,0.32,Graduate
1254,1254,Single,43,1,9085,Daytime,1,170,Portuguese,19,19,5,1,170,1,0,0,1,female,0,19,0,0,5,5,0,0,5,0,5,7,4,14.75,1,12.7,3.7,-1.7,Enrolled
1255,1255,Divorced,39,1,9130,Daytime,1,133.1,Portuguese,3,1,5,5,110,1,0,0,1,Female,1,30,0,0,6,7,0,0,0,0,6,16,1,10,0,11.1,0.6,2.02,Dropout
1256,1256,Single,17,1,9238,Daytime,1,115,Portuguese,19,38,5,5,115,1,0,0,1,FEMALE,0,19,0,0,6,6,6,12,0,0,6,7,6,12.85714286,0,11.1,0.6,2.02,Graduate
1257,1257,Single,1,3,9556,Daytime,1,132,Portuguese,38,37,7,7,119,1,0,0,1,Female,0,19,0,0,7,9,7,11.67777778,0,0,8,8,8,13.8,0,12.7,3.7,-1.7,Graduate
1258,1258,Single,1,4,9500,Daytime,1,132,Portuguese,1,37,4,7,121.8,1,0,0,1,FEMALE,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,Graduate
1259,1259,Single,1,1,9085,Daytime,1,143,Portuguese,19,38,9,9,133.4,1,0,0,1,Female,0,19,0,0,6,7,6,16,0,0,6,8,6,15.875,0,12.4,0.5,1.79,Graduate
1260,1260,Single,1,3,9238,Daytime,1,137,Portuguese,1,1,3,3,131.4,1,0,0,1,FEMALE,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,Graduate
1261,1261,Single,42,1,9119,Daytime,1,130,Portuguese,19,37,9,3,135,0,0,1,1,MALE,0,25,0,0,5,5,0,0,0,2,6,7,2,14,0,13.9,-0.3,0.79,Dropout
1262,1262,Single,1,2,9773,Daytime,1,121,Portuguese,19,19,9,9,122.8,0,0,0,1,Male,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
1263,1263,Married,39,1,9853,Daytime,1,130,Portuguese,37,19,7,3,140,0,0,1,1,FEMALE,1,34,0,0,6,7,6,16.14285714,0,0,6,10,6,16.2,0,9.4,-0.8,-3.12,Graduate
1264,1264,Single,18,2,9500,Daytime,1,135,Portuguese,38,37,9,5,125.3,1,0,0,1,Female,1,18,0,0,8,8,7,11.78571429,0,0,8,8,7,11.78571429,0,12.7,3.7,-1.7,Graduate
1265,1265,Single,1,6,9500,Daytime,1,137,Portuguese,1,1,4,5,126.3,1,0,0,1,Female,1,18,0,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,9.4,-0.8,-3.12,Graduate
1266,1266,Single,1,1,9670,Daytime,1,100,Portuguese,38,38,9,10,100,0,0,0,1,FEMALE,0,20,0,0,6,8,6,12.5,0,0,6,10,5,14.16666667,0,11.1,0.6,2.02,Graduate
1267,1267,Single,17,2,9500,Daytime,1,127,Portuguese,19,37,9,7,121.3,1,0,0,1,Female,1,20,0,0,8,8,7,12.46428571,0,0,8,8,7,12.46428571,0,10.8,1.4,1.74,Graduate
1268,1268,Single,53,1,9991,Evening,1,140,Portuguese,38,38,191,193,135,0,0,1,1,Female,0,23,0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,8.9,1.4,3.51,Enrolled
1269,1269,Single,39,1,9670,Daytime,1,140,Portuguese,37,37,6,6,120,0,0,0,1,female,0,28,0,0,6,8,1,10,0,0,6,9,0,0,0,10.8,1.4,1.74,Dropout
1270,1270,Single,17,1,9773,Daytime,1,121,Portuguese,37,19,9,10,113.7,0,0,0,1,FEMALE,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.42857143,0,15.5,2.8,-4.06,Enrolled
1271,1271,Single,43,1,9147,Daytime,1,131,Portuguese,19,38,9,9,129.7,1,0,0,1,Female,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,Graduate
1272,1272,Married,1,1,9147,Daytime,1,151,Portuguese,38,37,9,8,132.1,1,0,0,1,female,0,34,0,0,5,7,2,10,0,0,5,6,4,12,0,7.6,2.6,0.32,Dropout
1273,1273,Married,51,1,9853,Daytime,1,130,Portuguese,37,37,7,8,120.3,0,0,0,1,Female,0,35,0,0,7,7,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1274,1274,Single,7,1,9991,Evening,40,120,Portuguese,37,37,9,7,120,0,0,0,1,female,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.33333333,0,12.4,0.5,1.79,Graduate
1275,1275,Single,17,2,9254,Daytime,1,136,Portuguese,19,19,4,7,123.1,1,0,0,1,Female,0,19,0,0,6,8,6,12.16666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
1276,1276,Single,17,5,9670,Daytime,1,125,Portuguese,1,19,9,7,119.4,1,0,0,1,female,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.66666667,0,11.1,0.6,2.02,Graduate
1277,1277,Married,39,1,9147,Daytime,1,133.1,Portuguese,37,37,9,9,140,0,0,0,0,Female,0,35,0,0,5,8,4,12.5,1,0,5,8,5,11.8,0,9.4,-0.8,-3.12,Dropout
1278,1278,Single,39,1,8014,Evening,1,133.1,Portuguese,1,12,4,5,116.5,0,0,0,1,Male,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,Enrolled
1279,1279,Single,17,1,9238,Daytime,1,120,Portuguese,19,37,9,9,113,1,0,0,1,Female,1,20,0,0,6,7,6,11.71428571,0,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate
1280,1280,Single,1,3,9773,Daytime,1,143,Italian,19,19,4,9,133.9,1,0,0,1,male,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13,0,16.2,0.3,-0.92,Graduate
1281,1281,Single,1,3,9500,Daytime,1,133.1,Portuguese,38,19,7,9,115.5,1,0,0,1,male,1,20,0,0,8,8,7,13.02428571,0,0,8,8,7,13.02428571,0,10.8,1.4,1.74,Graduate
1282,1282,Single,17,5,9254,Daytime,1,121,Portuguese,1,19,4,7,116.5,1,0,0,0,Male,0,18,0,0,6,12,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
1283,1283,Single,1,1,9119,Daytime,1,168,Portuguese,19,19,4,4,171.2,0,0,0,1,male,1,18,0,0,5,6,5,17.33333333,0,0,5,8,5,18.57142857,0,12.4,0.5,1.79,Graduate
1284,1284,Single,1,1,9670,Daytime,1,124,Portuguese,19,37,5,7,119.1,0,0,0,1,Male,1,20,0,0,5,7,4,11,0,0,5,7,4,11.5,0,9.4,-0.8,-3.12,Graduate
1285,1285,Single,17,2,9853,Daytime,1,127,Portuguese,19,38,3,3,121.1,1,0,0,1,Male,0,19,0,0,7,10,6,13.66666667,0,0,7,9,6,12.5,0,12.4,0.5,1.79,Dropout
1286,1286,Single,1,2,9070,Daytime,1,129,Portuguese,1,1,4,9,132.9,1,0,0,1,male,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,Enrolled
1287,1287,Single,1,1,9238,Daytime,1,137,Portuguese,19,1,9,9,132.8,0,0,0,1,MALE,0,19,0,0,6,6,6,12.83333333,0,0,6,8,6,11.83333333,0,10.8,1.4,1.74,Graduate
1288,1288,Single,1,1,9773,Daytime,1,120,Portuguese,36,37,0,0,126.7,1,0,0,1,Male,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,,Graduate
1289,1289,Single,1,1,9500,Daytime,1,110,Portuguese,19,19,9,7,105.8,1,0,0,1,Male,0,22,0,0,7,8,6,14.33333333,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,Graduate
1290,1290,Single,17,2,9119,Daytime,1,120,Portuguese,1,19,9,8,117.2,0,0,0,1,MALE,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,,Enrolled
1291,1291,Single,1,1,9500,Daytime,1,143,Portuguese,38,38,9,9,140,0,0,0,1,Male,0,19,0,0,8,8,7,14.28571429,0,0,8,8,7,14.28571429,0,12.7,3.7,-1.7,Graduate
1292,1292,Single,44,1,9003,Daytime,39,120,Portuguese,1,19,9,7,120,0,0,0,1,male,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10,0,13.9,-0.3,0.79,Dropout
1293,1293,Single,17,5,9119,Daytime,1,124,Italian,4,12,2,9,119.5,1,0,0,1,male,0,20,1,0,5,5,5,14.8,0,0,5,5,5,17.6,0,8.9,1.4,3.51,Graduate
1294,1294,Married,39,1,9003,Daytime,1,168,Portuguese,1,41,9,3,153.9,0,0,1,0,Male,0,34,0,0,6,7,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
1295,1295,Married,39,1,8014,Evening,19,133.1,Portuguese,1,1,4,4,130,0,0,0,1,Male,0,24,0,0,6,14,1,10,0,0,5,5,0,0,0,16.2,0.3,-0.92,Dropout
1296,1296,Single,39,2,9670,Daytime,1,150,Portuguese,34,34,0,0,107,1,0,0,1,Male,0,26,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
1297,1297,Single,39,1,9500,Daytime,1,140,Portuguese,37,37,9,6,132.8,0,0,0,1,Male,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,Dropout
1298,1298,Single,1,1,9991,Evening,1,145,Portuguese,2,37,4,9,127.5,1,0,0,1,Male,0,22,0,0,5,9,5,12.42857143,1,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate
1299,1299,Single,18,1,9254,Daytime,1,118,Portuguese,38,38,5,5,123.3,1,0,0,1,MALE,0,26,0,0,6,10,4,10,0,0,6,11,3,12,0,9.4,-0.8,-3.12,Enrolled
1300,1300,Single,17,1,9147,Daytime,1,123,Portuguese,1,19,3,4,122,0,0,0,1,Male,0,19,0,0,5,7,3,12.33333333,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
1301,1301,Single,1,5,9254,Daytime,1,120,Portuguese,3,19,3,9,114.8,1,0,0,0,male,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1302,1302,Single,44,1,171,Daytime,39,140,Portuguese,3,3,2,2,140,0,0,1,1,MALE,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Graduate
1303,1303,Single,51,1,9670,Daytime,1,126,Portuguese,3,3,1,10,111,0,0,1,1,male,0,21,0,5,11,12,10,12.1,0,2,8,9,8,13.33333333,0,11.1,0.6,2.02,Graduate
1304,1304,Single,1,2,9773,Daytime,1,137,Portuguese,1,19,7,7,133.2,1,0,0,1,FEMALE,1,19,0,0,6,7,6,14.71428571,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate
1305,1305,Single,1,3,9773,Daytime,1,130,Portuguese,19,19,9,9,123,1,0,0,1,Female,0,18,0,0,6,6,6,12.66666667,0,0,6,7,6,12.83333333,0,12.7,3.7,-1.7,Graduate
1306,1306,Single,53,1,9003,Daytime,42,150,Portuguese,1,38,8,8,150,0,0,0,1,FEMALE,1,23,0,7,12,14,12,14.38461538,0,5,10,12,10,13.3,0,8.9,1.4,3.51,Graduate
1307,1307,Single,17,3,9147,Daytime,1,147,Portuguese,19,38,5,7,132.3,1,0,0,1,FEMALE,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate
1308,1308,Single,18,1,9500,Daytime,1,140,Portuguese,37,38,5,7,126,1,0,0,1,Female,0,18,0,0,8,8,7,13.31428571,0,0,8,8,7,13.31428571,0,12.7,3.7,-1.7,Graduate
1309,1309,Single,1,3,9500,Daytime,1,132,Portuguese,38,38,9,9,119.3,1,0,0,1,FEMALE,0,19,0,0,8,8,7,11.98857143,0,0,8,8,7,11.98857143,0,10.8,1.4,1.74,Graduate
1310,1310,Single,53,1,9147,Daytime,42,130,Portuguese,1,19,143,172,133.8,1,0,0,1,Female,0,21,0,6,11,17,11,11.54545455,0,3,9,13,8,12.88888889,0,8.9,1.4,3.51,Graduate
1311,1311,Single,1,1,9085,Daytime,1,130,Portuguese,37,37,9,6,126.5,1,0,0,1,FEMALE,1,18,0,0,6,13,6,16.46153846,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,Graduate
1312,1312,Single,1,1,9773,Daytime,1,151,Portuguese,38,37,9,5,138.4,1,0,0,1,Female,1,24,0,0,6,7,6,13.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,Graduate
1313,1313,Single,1,4,9500,Daytime,1,144,Portuguese,3,39,2,3,129,1,0,0,1,FEMALE,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.41111111,0,16.2,0.3,-0.92,Dropout
1314,1314,Single,1,1,9670,Daytime,1,127,Portuguese,19,1,5,7,118.3,1,0,0,1,Female,0,18,0,0,6,7,6,12.33333333,0,0,6,10,3,12,0,13.9,-0.3,0.79,Enrolled
1315,1315,Single,17,2,9500,Daytime,1,131,Portuguese,19,37,9,7,129.8,1,0,0,1,Female,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,Graduate
1316,1316,Single,17,2,9085,Daytime,1,123,Portuguese,1,19,4,9,113.6,1,0,0,1,female,0,19,0,0,5,13,3,12,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,Enrolled
1317,1317,Single,1,5,9773,Daytime,1,130,Portuguese,34,38,0,8,128.3,1,0,0,0,Female,1,18,0,0,6,12,3,12,0,0,6,15,3,10.66666667,0,7.6,2.6,0.32,Dropout
1318,1318,Single,43,1,9254,Daytime,1,130,Portuguese,1,19,5,7,130,0,0,0,1,Female,1,19,0,0,6,11,4,12,0,0,6,14,3,11,0,10.8,1.4,1.74,Dropout
1319,1319,Single,17,2,9853,Daytime,1,131,Portuguese,1,38,4,8,121.9,1,0,0,1,Female,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,Graduate
1320,1320,Single,1,5,9238,Daytime,3,135,Portuguese,1,38,9,3,129.4,0,0,1,1,Female,0,18,0,0,6,6,6,12.16666667,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,Graduate
1321,1321,Single,1,2,9853,Daytime,1,123,Portuguese,19,1,194,103,115.3,1,0,0,1,FEMALE,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14,0,11.1,0.6,2.02,Enrolled
1322,1322,Single,1,5,9500,Daytime,1,145,Portuguese,38,38,9,9,125.5,1,0,0,1,FEMALE,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate
1323,1323,Single,17,6,9556,Daytime,1,118,Portuguese,38,38,5,5,117.8,1,0,0,1,Female,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Graduate
1324,1324,Single,17,3,9147,Daytime,1,125,Portuguese,3,38,2,10,118.7,1,0,0,1,FEMALE,0,18,0,0,5,16,4,10.66666667,0,0,5,11,2,12,0,13.9,-0.3,0.79,Enrolled
1325,1325,Single,1,2,9500,Daytime,1,152,Portuguese,37,37,9,9,139,1,0,0,1,female,0,18,0,0,7,7,6,14.33333333,0,0,7,7,6,14.33333333,0,7.6,2.6,0.32,Graduate
1326,1326,Single,1,1,9085,Daytime,1,101,Portuguese,1,37,4,9,98.9,1,0,0,1,Female,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.66666667,0,11.1,0.6,2.02,Enrolled
1327,1327,Single,17,1,9254,Daytime,1,137,Portuguese,34,38,0,7,137.7,1,0,1,0,Female,0,19,0,0,6,14,1,10,0,0,6,13,0,0,0,7.6,2.6,0.32,Dropout
1328,1328,Single,1,4,9500,Daytime,1,123,Portuguese,1,1,3,3,113.6,1,0,0,1,Female,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.62222222,0,12.4,0.5,1.79,Graduate
1329,1329,Single,1,1,9085,Daytime,1,120,Portuguese,4,1,2,9,113.4,0,0,0,1,Female,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,Enrolled
1330,1330,Single,17,3,9556,Daytime,1,131,Portuguese,19,38,9,7,128.5,0,0,0,1,Female,1,18,0,0,7,9,7,12.85555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,Graduate
1331,1331,Single,1,1,9500,Daytime,1,141,Portuguese,1,1,3,10,142.8,0,0,0,1,female,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.99444444,0,11.1,0.6,2.02,Graduate
1332,1332,Single,1,1,9130,Daytime,1,144,Portuguese,3,1,1,3,137.7,0,0,0,0,Female,0,23,0,0,5,9,0,0,3,1,5,10,1,12,3,10.8,1.4,1.74,Dropout
1333,1333,Single,1,1,9238,Daytime,1,107,Portuguese,19,37,7,7,103.5,1,0,0,1,Female,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12,0,16.2,0.3,-0.92,Enrolled
1334,1334,Single,1,1,9500,Daytime,1,133,Portuguese,38,38,5,5,123.2,0,0,0,1,Female,0,18,0,0,7,7,7,13.28571429,0,0,8,9,8,13.33333333,0,,0.3,-0.92,Graduate
1335,1335,Single,17,2,9853,Daytime,1,126,Portuguese,1,19,2,10,126,1,0,0,1,Female,0,19,0,0,6,9,5,13,0,0,6,8,5,10.4,0,7.6,2.6,0.32,Enrolled
1336,1336,Single,39,1,9500,Daytime,1,133.1,Portuguese,1,38,3,7,121.7,0,0,0,1,FEMALE,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.68571429,0,12.4,0.5,1.79,Enrolled
1337,1337,Single,17,1,9147,Daytime,1,147,Portuguese,37,37,9,6,142.8,1,0,1,0,FEMALE,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12,0,11.1,0.6,2.02,Enrolled
1338,1338,Single,43,1,9130,Daytime,1,120,Portuguese,1,19,9,9,120,1,0,0,1,FEMALE,0,21,0,0,6,14,5,11.5,1,0,6,13,5,11,1,15.5,2.8,-4.06,Dropout
1339,1339,Single,18,1,9500,Daytime,1,130,Portuguese,37,38,7,8,119.3,1,0,0,1,Female,1,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,Graduate
1340,1340,Single,44,1,9238,Daytime,1,120,Portuguese,37,37,6,9,121,0,0,0,1,FEMALE,1,21,0,3,6,6,6,12.33333333,0,2,6,8,6,11.33333333,0,13.9,-0.3,0.79,Graduate
1341,1341,Single,1,5,9773,Daytime,1,138,Portuguese,19,19,9,9,139.4,1,0,0,1,Female,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,Graduate
1342,1342,Single,17,1,9085,Daytime,1,124,Portuguese,19,38,7,7,113.9,1,0,0,1,Female,1,20,0,0,5,8,5,12,1,0,5,8,4,15,1,12.7,3.7,-1.7,Graduate
1343,1343,Single,1,1,9853,Daytime,1,133,Portuguese,37,37,9,7,124.6,1,0,0,1,FEMALE,1,18,0,0,6,8,5,13,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,Graduate
1344,1344,Single,17,1,9070,Daytime,1,122,Portuguese,1,1,4,8,123.8,1,0,1,0,Female,1,18,0,0,6,6,6,11.83333333,0,0,6,8,6,11,0,12.7,3.7,-1.7,Dropout
1345,1345,Single,1,3,9085,Daytime,1,138,Portuguese,1,3,4,4,126.3,1,0,0,1,female,0,18,0,0,6,8,6,14,0,0,6,9,6,13.33333333,0,8.9,1.4,3.51,Graduate
1346,1346,Single,17,4,9773,Daytime,1,134,Portuguese,1,1,3,3,120.4,1,0,0,1,female,1,18,0,0,6,6,6,12.33333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
1347,1347,Single,1,3,9500,Daytime,1,128,Portuguese,1,1,7,7,120.5,1,0,0,1,Female,1,19,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,Enrolled
1348,1348,Single,53,1,9085,Daytime,42,140,Portuguese,19,38,8,9,144.9,1,0,1,0,female,0,23,0,7,11,18,11,13.16666667,0,4,9,15,8,13.33333333,0,8.9,1.4,3.51,Enrolled
1349,1349,Single,39,1,9085,Daytime,19,133.1,Portuguese,19,19,4,9,139.9,1,0,0,1,female,1,24,0,1,6,7,6,12.5,0,0,6,11,6,12.83333333,0,8.9,1.4,3.51,Graduate
1350,1350,Single,1,1,171,Daytime,1,142,Portuguese,1,1,3,3,133.3,1,0,0,1,female,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
1351,1351,Single,1,3,9500,Daytime,1,141,Portuguese,19,19,9,9,126,1,0,0,1,Female,0,18,0,0,8,8,7,15.65714286,0,0,8,8,7,15.65714286,0,12.7,3.7,-1.7,Graduate
1352,1352,Single,1,2,9070,Daytime,1,145,Portuguese,1,19,4,3,133.5,0,0,0,1,FEMALE,0,19,0,0,6,6,6,12.16666667,0,0,6,6,6,11.33333333,0,12.7,3.7,-1.7,Graduate
1353,1353,Single,17,2,9853,Daytime,1,145,Portuguese,38,19,4,9,127.9,1,0,0,1,FEMALE,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
1354,1354,Single,1,1,9238,Daytime,1,108,Portuguese,1,38,5,8,105.9,0,0,0,1,female,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.16666667,0,11.1,0.6,2.02,Enrolled
1355,1355,Single,1,1,9085,Daytime,1,132,Portuguese,1,12,4,5,124.3,0,0,0,1,FEMALE,0,20,0,0,6,10,6,13.42857143,0,0,6,11,5,12.66666667,0,13.9,-0.3,0.79,Enrolled
1356,1356,Single,39,1,9773,Daytime,1,140,Portuguese,34,37,0,0,102.5,0,0,0,1,Female,0,26,0,0,6,8,4,11.75,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
1357,1357,Single,39,1,9254,Daytime,19,133.1,Portuguese,19,1,9,5,97,0,0,1,0,male,0,36,0,0,5,10,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
1358,1358,Single,17,1,171,Daytime,1,128,Portuguese,1,1,4,10,134.7,0,0,0,0,male,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1359,1359,Single,42,1,9119,Daytime,1,120,Portuguese,19,37,9,9,113.8,0,0,0,0,Male,0,27,0,0,5,0,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06,Dropout
1360,1360,Single,1,4,9119,Daytime,1,120,Portuguese,3,1,123,152,116.9,0,0,0,1,Male,0,18,0,0,5,9,1,13,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
1361,1361,Single,1,4,9500,Daytime,1,139,Portuguese,37,38,9,9,124,1,0,0,1,male,1,18,0,0,8,8,7,13.33142857,0,0,8,8,7,13.33142857,0,10.8,1.4,1.74,Graduate
1362,1362,Single,39,1,9070,Daytime,1,139.3,Portuguese,38,38,5,5,117.5,0,0,0,1,male,0,28,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
1363,1363,Single,44,1,171,Daytime,39,150,Portuguese,19,1,9,9,154.8,1,0,0,1,Male,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
1364,1364,Single,1,1,9500,Daytime,1,138,Portuguese,19,37,4,9,141,0,0,0,1,Male,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate
1365,1365,Single,39,1,9670,Daytime,9,133.1,Portuguese,6,22,3,3,120,0,0,1,0,Male,0,26,0,0,5,5,0,0,0,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout
1366,1366,Single,51,1,9119,Daytime,1,136,Portuguese,1,19,3,5,133.6,1,0,0,1,male,0,20,0,4,9,12,9,13.45454545,0,2,7,9,6,13.875,0,11.1,0.6,2.02,Dropout
1367,1367,Single,1,6,9500,Daytime,1,134,Portuguese,38,38,9,9,122,1,0,0,1,Male,0,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,Graduate
1368,1368,Single,1,1,9147,Daytime,1,140,Portuguese,19,19,7,3,120,1,0,0,1,Male,0,21,0,0,5,8,3,10,0,0,5,10,4,11,0,12.7,3.7,-1.7,Dropout
1369,1369,Single,53,1,9670,Daytime,42,110,Portuguese,1,19,9,9,114.2,0,0,0,1,MALE,1,23,0,0,6,7,5,13,0,0,6,7,6,12.85714286,0,8.9,1.4,3.51,Graduate
1370,1370,Single,39,1,8014,Evening,38,133.1,Portuguese,38,37,4,8,95.5,0,0,0,1,Male,0,29,0,0,6,11,6,12,0,0,6,6,6,14,0,11.1,0.6,2.02,Graduate
1371,1371,Single,1,1,9500,Daytime,1,129,Portuguese,1,1,9,9,120,0,0,0,1,MALE,0,20,0,0,8,8,7,15.02857143,0,0,8,8,7,15.02857143,0,12.7,3.7,-1.7,Graduate
1372,1372,Single,1,1,9238,Daytime,1,116,Portuguese,1,19,5,9,111.1,0,0,0,1,Male,0,18,0,0,6,8,6,12,0,0,6,7,6,11.71428571,0,15.5,2.8,-4.06,Graduate
1373,1373,Single,1,1,9773,Daytime,1,130,Portuguese,1,38,3,5,128.6,1,0,0,1,MALE,0,19,0,0,6,8,5,12,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Graduate
1374,1374,Single,7,1,9556,Daytime,3,130,Portuguese,1,37,4,8,130,0,0,0,0,male,0,23,0,3,7,7,3,13.66666667,0,3,8,8,3,11.33333333,4,10.8,1.4,1.74,Dropout
1375,1375,Single,1,1,171,Daytime,1,116,Portuguese,38,1,5,1,111.1,0,0,0,1,Male,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
